rodada,ano,civilizacao,cultura,melhor,classes,experimentos
1,180,0,Empiristas,115,115,8755
1,180,1,Incrementalistas,115,81,7802
1,180,2,Evolucionistas,115,113,8758
1,180,3,Isolados,115,107,6850
1,185,0,Empiristas,115,116,9693
1,185,1,Incrementalistas,115,85,8272
1,185,2,Evolucionistas,115,114,9696
1,185,3,Isolados,115,109,7786
1,190,0,Empiristas,115,116,10728
1,190,1,Incrementalistas,115,61,8789
1,190,2,Evolucionistas,115,114,10731
1,190,3,Isolados,115,111,8821
1,195,0,Empiristas,115,116,11871
1,195,1,Incrementalistas,115,75,9361
1,195,2,Evolucionistas,115,114,11874
1,195,3,Isolados,115,114,9963
1,200,0,Empiristas,115,116,13132
1,200,1,Incrementalistas,115,81,9993
1,200,2,Evolucionistas,115,114,13134
1,200,3,Isolados,115,114,11223
1,205,0,Empiristas,115,116,14525
1,205,1,Incrementalistas,115,90,10689
1,205,2,Evolucionistas,115,114,14528
1,205,3,Isolados,115,115,12617
1,210,0,Empiristas,115,116,16064
1,210,1,Incrementalistas,115,98,11458
1,210,2,Evolucionistas,115,114,16064
1,210,3,Isolados,115,116,14154
1,215,0,Empiristas,115,116,17761
1,215,1,Incrementalistas,115,106,12657
1,215,2,Evolucionistas,115,114,17762
1,215,3,Isolados,115,116,15851
1,220,0,Empiristas,115,116,19636
1,220,1,Incrementalistas,115,111,14531
1,220,2,Evolucionistas,115,114,19637
1,220,3,Isolados,115,116,17727
1,225,0,Empiristas,115,116,21706
1,225,1,Incrementalistas,115,112,16600
1,225,2,Evolucionistas,115,115,21708
1,225,3,Isolados,115,116,19795
1,230,0,Empiristas,115,116,23992
1,230,1,Incrementalistas,115,112,18885
1,230,2,Evolucionistas,115,115,23993
1,230,3,Isolados,115,116,22081
1,235,0,Empiristas,115,116,26471
1,235,1,Incrementalistas,115,114,21365
1,235,2,Evolucionistas,115,115,26472
1,235,3,Isolados,115,116,24561
1,240,0,Empiristas,115,116,28971
1,240,1,Incrementalistas,115,114,23865
1,240,2,Evolucionistas,115,115,28972
1,240,3,Isolados,115,116,27061
1,245,0,Empiristas,115,116,31471
1,245,1,Incrementalistas,115,115,26365
1,245,2,Evolucionistas,115,115,31472
1,245,3,Isolados,115,116,29561
1,250,0,Empiristas,115,116,33971
1,250,1,Incrementalistas,115,115,28865
1,250,2,Evolucionistas,115,116,33972
